id;data_abertura_proposta;data_entrega_edital;data_entrega_proposta;data_publicacao;endereco_entrega_edital;funcao_responsavel;identificador;informacoes_gerais;modalidade;nome_responsavel;numero_aviso;numero_itens;numero_processo;objeto;situacao_aviso;tipo_pregao;tipo_recurso;uasg;descricao_item;quantidade_item;valor_estimado_item;descricao_detalhada_item;margem_preferencial;situacao_item;menor_lance;decreto_7174;fornecedor_vencedor;tratamento_diferenciado;unidade_fornecimento;valor_negociado;;situacao
36430;2013-06-13T09:00:00;2013-06-03T08:00:00;2013-06-03T08:00:00;03/06/2013;Rst 287- Km 232  Caixa Postal 341. - /RS;Ordenador de Despesas;1,2007605000112E+016;Baixe o edital em Acesso Li vre/Consultas/Aviso de Licitações;5;DAVID ALMEIDA ALCOFORADO;112013;NA;6,72730017562013E+016;Pregão Eletrônico Registro de preços para eventual aquisição de gêneros alimentício s industrializados e carvão vegetal.;Publicado;Eletrônico;Nacional;120076;CAFÉ;8000;4,88;CAFÉ TORRADO, moído, categoria de qualidade de café superior e qualidade global do café com nota igual ou superior a 6,5. Acondicionado em embalagem primária, a vácuo, contendo nesta, 250g de peso líquido do produto, e em embalagem secundária e terciária ;false;homologado;2.70;false;NA;NA;EMBALAGEM 00250,00 G;NA;/pregoes/doc/pregao/1200760000112013;NORMAL
36788;2013-06-13T09:00:00;2013-06-03T08:00:00;2013-06-03T08:00:00;03/06/2013;Rst 287- Km 232  Caixa Postal 341. - /RS;Ordenador de Despesas;1,2007605000112E+016;Baixe o edital em Acesso Li vre/Consultas/Aviso de Licitações;5;DAVID ALMEIDA ALCOFORADO;112013;NA;6,72730017562013E+016;Pregão Eletrônico Registro de preços para eventual aquisição de gêneros alimentício s industrializados e carvão vegetal.;Publicado;Eletrônico;Nacional;120076;CAFÉ;8000;4,88;CAFÉ TORRADO, moído, categoria de qualidade de café superior e qualidade global do café com nota igual ou superior a 6,5. Acondicionado em embalagem primária, a vácuo, contendo nesta, 250g de peso líquido do produto, e em embalagem secundária e terciária ;false;homologado;2.70;false;NA;NA;EMBALAGEM 00250,00 G;NA;/pregoes/doc/pregao/1200760000112013;NORMAL
37146;2013-06-13T09:00:00;2013-06-03T08:00:00;2013-06-03T08:00:00;03/06/2013;Rst 287- Km 232  Caixa Postal 341. - /RS;Ordenador de Despesas;1,2007605000112E+016;Baixe o edital em Acesso Li vre/Consultas/Aviso de Licitações;5;DAVID ALMEIDA ALCOFORADO;112013;NA;6,72730017562013E+016;Pregão Eletrônico Registro de preços para eventual aquisição de gêneros alimentício s industrializados e carvão vegetal.;Publicado;Eletrônico;Nacional;120076;CAFÉ;8000;4,88;CAFÉ TORRADO, moído, categoria de qualidade de café superior e qualidade global do café com nota igual ou superior a 6,5. Acondicionado em embalagem primária, a vácuo, contendo nesta, 250g de peso líquido do produto, e em embalagem secundária e terciária ;false;homologado;2.70;false;NA;NA;EMBALAGEM 00250,00 G;NA;/pregoes/doc/pregao/1200760000112013;NORMAL
39836;2013-08-08T14:00:00;2013-07-29T13:00:00;2013-07-29T13:00:00;29/07/2013;Rua Ivonne Silveira, 243, Loteamento Centro Executivo, Doron - /BA;Pregoeiro;2,0003105000122E+016;NA;5;LUIZ ANTONIO BARRETO NASCIMENTO;122013;NA;1.14.806/2013-80;Pregão Eletrônico Aquisição de Mater iais de Consumo (Copa, Material de Expediente e Outros) para reposição do Almoxarifado.;Publicado;Eletrônico;Nacional;200031;CAFÉ;3000;4,88;"CAFÉ TORRADO e moído. Embalagem a vácuo de 250 gramas, validade de 6 meses a partir da entrega pelo fornecedor, com registro da data de fabricação e validade estampadas no rótulo da embalagem; a marca deve possuir Certificado no PQC   Programa de Qualidad";false;homologado;3.64;false;NA;NA;PACOTE;NA;/pregoes/doc/pregao/2000310000122013;NORMAL
10632;2013-08-29T09:00:00;2013-08-14T08:00:00;2013-08-14T08:00:00;14/08/2013;Rua 14 de Julho, 440 - Estreito/SC;Pregoeiro;7,8534005000032E+016;NA;5;WAGNER VALDEMAR TILLMANN;32013;NA;63048.000878/2013;Pregão Eletrônico O presente Pregão tem por objeto a formalização de Registro de Pr eços para aquisição futura de gêneros, cujas es pecificações e quantitativos estimados encontra m-se detalhados no Termo de Referência e seu ap êndice, para atender às Del;Publicado;Eletrônico;Nacional;785340;CAFÉ;500;4,94;CAFÉ, TIPO TORRADO, APRESENTAÇÃO MOÍDO, TIPO EMBALAGEM A VÁCUO,               CARACTERÍSTICAS ADICIONAIS SELO DE PUREZA DA ABIC;false;homologado;4.93;false;NA;NA;PACOTE 500,00 G;NA;/pregoes/doc/pregao/7853400000032013;NORMAL
30544;2014-05-06T09:00:00;2014-04-23T08:00:00;2014-04-23T08:00:00;23/04/2014;Av. Almirante Barroso Nº 1155 - Marco/PA;Pregoeiro;1,5830605000082E+016;NA;5;MARCO ALCANTARA DE OLIVEIRA;82014;NA;2,30510005142014E+016;Pregão Eletrônico Aquisição de gêner os alimentícios para atendimento das necessidad es da COMER Coordenação da Merenda Escolar.;Publicado;Eletrônico;Nacional;158306;CAFÉ;1220;5,2;Café, apresentação torrado e moído, características adicionais expressos, embalagem a vácuo, selo de pureza abic pct 250 g.;false;homologado;1.54;false;NA;NA;PACOTE 250G;NA;/pregoes/doc/pregao/1583060000082014;NORMAL
28445;2013-06-25T14:00:00;2013-06-10T08:00:00;2013-06-10T08:00:00;10/06/2013;Rua Barão de Jeremoabo, S\n, Campus Universitário de Ondina - Ondina/BA;Pregoeiro;1,5303805000072E+016;NA;5;AIRAN AIRES ANDRADE;72013;NA;23066007045/13-61;Pregão Eletrônico Registro de preços , pelo prazo de 12 (doze) meses, para eventual aquisição de material de consumo  gêneros alim entícios, acondicionamento e embalagem, copa e cozinha e higiene e limpeza, para atender às ne cessidades das Unidades/Órgão;Publicado;Eletrônico;Nacional;153038;CAFÉ;3600;5,24;CAFÉ, APRESENTAÇÃO GRANULADO, CARACTERÍSTICAS ADICIONAIS SOLÚVEL, DESCAFEÍNADO;false;homologado;4.69;false;NA;NA;FRASCO 100,00 G;NA;/pregoes/doc/pregao/1530380000072013;NORMAL
7417;2014-10-21T09:00:00;2014-10-09T09:30:00;2014-10-09T09:30:00;09/10/2014;Br 364 Km 202 - Vila Goulart - Vila Goulart/MT;Ordenador de Despesas;1,6015905000022E+016;NA;5;DENILSON SILVA DE MIRANDA;22014;NA;6,45530054022014E+016;Pregão Eletrônico Aquisição de gêner os alimentícios, gás de cozinha, embalagens e m aterial de copa e cozinha.;Publicado;Eletrônico;Nacional;160159;CAFÉ;30;5,38;CAFÉ DESCAFEINADO INSOLÚVEL, APRESENTANDO O SELO DE PUREZA DA ABIE, DE 1º QUALIDADE, PACOTE COM 250g.;false;homologado;7.00;false;NA;NA;PACOTE COM 250g;5.38;/pregoes/doc/pregao/1601590000022014;NORMAL
7847;2014-10-21T09:00:00;2014-10-09T09:30:00;2014-10-09T09:30:00;09/10/2014;Br 364 Km 202 - Vila Goulart - Vila Goulart/MT;Ordenador de Despesas;1,6015905000022E+016;NA;5;DENILSON SILVA DE MIRANDA;22014;NA;6,45530054022014E+016;Pregão Eletrônico Aquisição de gêner os alimentícios, gás de cozinha, embalagens e m aterial de copa e cozinha.;Publicado;Eletrônico;Nacional;160159;CAFÉ;30;5,38;CAFÉ DESCAFEINADO INSOLÚVEL, APRESENTANDO O SELO DE PUREZA DA ABIE, DE 1º QUALIDADE, PACOTE COM 250g.;false;homologado;7.00;false;NA;NA;PACOTE COM 250g;5.38;/pregoes/doc/pregao/1601590000022014;NORMAL
8277;2014-10-21T09:00:00;2014-10-09T09:30:00;2014-10-09T09:30:00;09/10/2014;Br 364 Km 202 - Vila Goulart - Vila Goulart/MT;Ordenador de Despesas;1,6015905000022E+016;NA;5;DENILSON SILVA DE MIRANDA;22014;NA;6,45530054022014E+016;Pregão Eletrônico Aquisição de gêner os alimentícios, gás de cozinha, embalagens e m aterial de copa e cozinha.;Publicado;Eletrônico;Nacional;160159;CAFÉ;30;5,38;CAFÉ DESCAFEINADO INSOLÚVEL, APRESENTANDO O SELO DE PUREZA DA ABIE, DE 1º QUALIDADE, PACOTE COM 250g.;false;homologado;7.00;false;NA;NA;PACOTE COM 250g;5.38;/pregoes/doc/pregao/1601590000022014;NORMAL
8707;2014-10-21T09:00:00;2014-10-09T09:30:00;2014-10-09T09:30:00;09/10/2014;Br 364 Km 202 - Vila Goulart - Vila Goulart/MT;Ordenador de Despesas;1,6015905000022E+016;NA;5;DENILSON SILVA DE MIRANDA;22014;NA;6,45530054022014E+016;Pregão Eletrônico Aquisição de gêner os alimentícios, gás de cozinha, embalagens e m aterial de copa e cozinha.;Publicado;Eletrônico;Nacional;160159;CAFÉ;30;5,38;CAFÉ DESCAFEINADO INSOLÚVEL, APRESENTANDO O SELO DE PUREZA DA ABIE, DE 1º QUALIDADE, PACOTE COM 250g.;false;homologado;7.00;false;NA;NA;PACOTE COM 250g;5.38;/pregoes/doc/pregao/1601590000022014;NORMAL
11413;2014-03-20T09:00:00;2014-03-06T08:00:00;2014-03-06T08:00:00;06/03/2014;Rua 2.batalhao Rodoviario, Sn * Telefone Sicaf Sr Civil Gilberto - Conta Dinheiro/SC;Ordenador de Despesas;1,6044705000032E+016;NA;5;OTAVIO FONTOURA SOUTO MAIOR;32014;NA;nov.-14;Pregão Eletrônico Aquisição de gêner os alimentícios e pão para o 10° BEC e Destacam ento Caminhos da Neve(DECAN), conforme condiçõe s, quantidades e exigências estabelecidas neste Edital e seus anexos.;Publicado;Eletrônico;Nacional;160447;CAFÉ;80;5,39;CAFÉ, TIPO SOLÚVEL, APRESENTAÇÃO GRANULADO, TIPO EMBALAGEM COMUM;false;homologado;5.28;false;NA;NA;SACO 50,00 G;NA;/pregoes/doc/pregao/1604470000032014;NORMAL
11812;2014-03-20T09:00:00;2014-03-06T08:00:00;2014-03-06T08:00:00;06/03/2014;Rua 2.batalhao Rodoviario, Sn * Telefone Sicaf Sr Civil Gilberto - Conta Dinheiro/SC;Ordenador de Despesas;1,6044705000032E+016;NA;5;OTAVIO FONTOURA SOUTO MAIOR;32014;NA;nov.-14;Pregão Eletrônico Aquisição de gêner os alimentícios e pão para o 10° BEC e Destacam ento Caminhos da Neve(DECAN), conforme condiçõe s, quantidades e exigências estabelecidas neste Edital e seus anexos.;Publicado;Eletrônico;Nacional;160447;CAFÉ;80;5,39;CAFÉ, TIPO SOLÚVEL, APRESENTAÇÃO GRANULADO, TIPO EMBALAGEM COMUM;false;homologado;5.28;false;NA;NA;SACO 50,00 G;NA;/pregoes/doc/pregao/1604470000032014;NORMAL
54924;2013-10-18T09:30:00;2013-10-08T08:30:00;2013-10-08T08:30:00;08/10/2013;Rua Coronel José Galdino, 495 - Bosque/AC;Coordenador de Apoio a Licitação;1,5815605000282E+016;NA;5;ANTONIO JOSE DE SOUZA;282013;NA;001389/2013-76;Pregão Eletrônico Aquisição de mater ial de consumo (expediente, gêneros alimentício s e outros) e material permanente.;Publicado;Eletrônico;Nacional;158156;CAFÉ;3375;5,46;Café Torrado e Moído. Embalado a vácuo, em embalagens de 250g, forte, de cor homogênea, com mínimo de quatro meses de validade a partir da data da entrega.;false;homologado;2.89;false;NA;NA;Unidade;NA;/pregoes/doc/pregao/1581560000282013;NORMAL
43960;2014-12-23T09:15:00;2014-12-11T08:00:00;2014-12-11T08:00:00;11/12/2014;Rua Gileno de Sa Oliveira, Recanto Dos Passaros, 271 - Recanto Dos Pássaros/BA;Gerente de Aquisições;1,5840405000142E+016;NA;5;BRUNO ALVES DE ALMEIDA;142014;NA;23286.000185/2014;Pregão Eletrônico Aquisição de mater iais para a preparação de café e chá;Publicado;Eletrônico;Nacional;158404;CAFÉ;1000;5,49;Café, tipo torrado, apresentação moído, tipo embalagem alto vácuo, em pacotes de 500 gramas, validade prazo mínimo de 1 ano após a data de entrega no destino, normas técnicas laudo de classificação de café feito pela abic, rendimento aproximadamente 20 ga;false;homologado;5.47;false;NA;NA;PCT;NA;/pregoes/doc/pregao/1584040000142014;NORMAL
43970;2014-12-23T09:15:00;2014-12-11T08:00:00;2014-12-11T08:00:00;11/12/2014;Rua Gileno de Sa Oliveira, Recanto Dos Passaros, 271 - Recanto Dos Pássaros/BA;Gerente de Aquisições;1,5840405000142E+016;NA;5;BRUNO ALVES DE ALMEIDA;142014;NA;23286.000185/2014;Pregão Eletrônico Aquisição de mater iais para a preparação de café e chá;Publicado;Eletrônico;Nacional;158404;CAFÉ;1000;5,49;Café, tipo torrado, apresentação moído, tipo embalagem alto vácuo, em pacotes de 500 gramas, validade prazo mínimo de 1 ano após a data de entrega no destino, normas técnicas laudo de classificação de café feito pela abic, rendimento aproximadamente 20 ga;false;homologado;5.47;false;NA;NA;PCT;NA;/pregoes/doc/pregao/1584040000142014;NORMAL
40366;2014-12-29T14:00:00;2014-12-16T08:00:00;2014-12-16T08:00:00;16/12/2014;Rua Marques Ribeiro, S/n - - Marques Ribeiro/RS;Ordenador de Despesas;1,6036705000122E+016;NA;5;PAULO FERNANDO CURCI CURTI;122014;NA;6,40320064662014E+016;Pregão Eletrônico O objeto é a event ual aquisição de gêneros alimentícios, material de copa e cozinha, gás de cozinha e lenha para caldeira.;Publicado;Eletrônico;Nacional;160367;CAFÉ;800;5,5;Café em pó. Características: café torrado, pó homogêneo, moído, do tipo superior, de primeira qualidade. Café espécie predominantemente arábica, embalagem a vácuo tipo tijolinho. Grãos de café dos tipos 6 cob, ou melhor, de acordo com classificação oficia;false;homologado;2.93;false;NA;NA;UNIDADE;NA;/pregoes/doc/pregao/1603670000122014;NORMAL
40833;2014-12-29T14:00:00;2014-12-16T08:00:00;2014-12-16T08:00:00;16/12/2014;Rua Marques Ribeiro, S/n - - Marques Ribeiro/RS;Ordenador de Despesas;1,6036705000122E+016;NA;5;PAULO FERNANDO CURCI CURTI;122014;NA;6,40320064662014E+016;Pregão Eletrônico O objeto é a event ual aquisição de gêneros alimentícios, material de copa e cozinha, gás de cozinha e lenha para caldeira.;Publicado;Eletrônico;Nacional;160367;CAFÉ;800;5,5;Café em pó. Características: café torrado, pó homogêneo, moído, do tipo superior, de primeira qualidade. Café espécie predominantemente arábica, embalagem a vácuo tipo tijolinho. Grãos de café dos tipos 6 cob, ou melhor, de acordo com classificação oficia;false;homologado;2.93;false;NA;NA;UNIDADE;NA;/pregoes/doc/pregao/1603670000122014;NORMAL
41144;2013-03-11T09:00:00;2013-02-27T08:30:00;2013-02-27T08:30:00;27/02/2013;Ilha Das Cobras, S/n - Centro - Centro/RJ;Ordenador de Despesa;7,9160305000132E+016;NA;5;ALEXANDRE RABELLO DE FARIA;132012;NA;6,39900009432012E+016;Pregão Eletrônico Aquisição de Gêner os Alimentícios;Publicado;Eletrônico;Nacional;791603;CAFÉ;100;5,5;CAFÉ, APRESENTAÇÃO PÓ, TIPO EMBALAGEM A VÁCUO;false;homologado;5.47;false;NA;NA;UNIDADE;NA;/pregoes/doc/pregao/7916030000132012;NORMAL
26194;2014-12-02T11:00:00;2014-11-20T08:00:00;2014-11-20T08:00:00;20/11/2014;Av. Eng. Hildebrando de Gois, 150, Ribeira - Ribeira/RN;Superintendente da Sfa-rn;1,3002305000062E+016;NA;5;WODEN COUTINHO MADRUGA JUNIOR;62014;NA;2,10400000472014E+016;Pregão Eletrônico O objeto da presen te licitação é o registro de preços de MATERIAL DE EXPEDIENTE, VISANDO ATENDER ÀS NECESSIDADES DA SUPERINTENDÊNCIA FEDERAL DE AGRICULTURA, PE CUÁRIA E ABASTECIMENTOSFA/RN, conforme condiç ões, quantidades e exigências ;Publicado;Eletrônico;Nacional;130023;CAFÉ;1000;5,51;CAFÉ, NOME CAFE MOIDO;false;homologado;3.50;false;NA;NA;PACOTE 250 G;NA;/pregoes/doc/pregao/1300230000062014;NORMAL
26961;2014-04-02T09:30:00;2014-03-21T08:00:00;2014-03-21T08:00:00;21/03/2014;Rua Joao Diogo, Nr  458 - Comercio - Comércio/PA;Ordenador de Despesas;1,6016305000062E+016;NA;5;VALMIR PACHECO JUNIOR;62014;NA;6,43190000812013E+016;Pregão Eletrônico Registro de Preços , com duração de até 12 (doze) meses, para forn ecimento de gêneros alimentícios e afins, class ificados pelo Exército Brasileiro como Quantita tivo de Rancho / Reforço de Rancho (QR e RR), r elacionados no Termo de Re;Publicado;Eletrônico;Nacional;160163;CAFÉ;765;5,54;Café solúvel 100g;false;homologado;1.83;false;NA;NA;FRASCO 00000100,00 G;NA;/pregoes/doc/pregao/1601630000062014;NORMAL
37926;2014-05-30T10:30:00;2014-05-19T09:00:00;2014-05-19T09:00:00;19/05/2014;Rua Dom Pedro Massa, 263 - Centro - /AM;Pregoeiro;1,9400805000112E+016;NA;5;VALMIR PARINTINTIN;112014;NA;87800000742013;Pregão Eletrônico Contratação de emp resa especializada no fornecimento de gêneros a limentícios e outros itens de consumo, de forma parcelada, pelo prazo de 12 meses.;Publicado;Eletrônico;Nacional;194008;CAFÉ;6944;5,59;Café torrado e moído embalado a vácuo;false;homologado;2.40;false;NA;NA;PACOTE 00000250,00 G;NA;/pregoes/doc/pregao/1940080000112014;NORMAL
38090;2014-05-30T10:30:00;2014-05-19T09:00:00;2014-05-19T09:00:00;19/05/2014;Rua Dom Pedro Massa, 263 - Centro - /AM;Pregoeiro;1,9400805000112E+016;NA;5;VALMIR PARINTINTIN;112014;NA;87800000742013;Pregão Eletrônico Contratação de emp resa especializada no fornecimento de gêneros a limentícios e outros itens de consumo, de forma parcelada, pelo prazo de 12 meses.;Publicado;Eletrônico;Nacional;194008;CAFÉ;6944;5,59;Café torrado e moído embalado a vácuo;false;homologado;2.40;false;NA;NA;PACOTE 00000250,00 G;NA;/pregoes/doc/pregao/1940080000112014;NORMAL
11077;2014-05-21T10:00:00;2014-05-08T08:00:00;2014-05-08T08:00:00;08/05/2014;Av. Leopoldo de Matos, 2329 - Bairro Tamandare - Guajara Mirim - Tamandaré/RO;Ordenador de Despesas;1,6034605000032E+016;NA;5;REGINALDO VIEIRA DE ABREU;32014;NA;PA 00044/14-6ºBIS;Pregão Eletrônico Registro de preços para eventual aquisição de gêneros alimentíci os e gás liquefeito de petróleo, a fim de atend er à demanda do Serviço de Aprovisionamento do Comando de Fronteira Rondônia/6º Batalhão de In fantaria de Selva na alimenta;Publicado;Eletrônico;Nacional;160346;CAFÉ;200;5,63;CAFÉ, TIPO CAPPUCINO SOLÚVEL, APRESENTAÇÃO PÓ, TIPO EMBALAGEM COMUM;false;homologado;5.42;false;NA;NA;FRASCO 400,00 G;NA;/pregoes/doc/pregao/1603460000032014;NORMAL
51493;2013-07-23T08:30:00;2013-07-10T08:30:00;2013-07-10T08:30:00;10/07/2013;Av. Almirante Maximiano da Fonseca,2000 4ºseção da Barra - /RS;Aux. do Setor de Licitações;7,8581005000252E+016;NA;5;FABIO ANTUNES DA SILVEIRA;252013;NA;6,34080003022013E+016;Pregão Eletrônico Aquisições futuras de gêneros alimentícios secos para este Centro de Intendência e as Organizações Militares Apo iadas (OMAp).;Publicado;Eletrônico;Nacional;785810;CAFÉ;50;5,88;CAFÉ, TIPO CAPPUCINO SOLÚVEL, APRESENTAÇÃO PÓ, TIPO EMBALAGEM COMUM;false;homologado;3.98;false;NA;NA;FRASCO 200,00 G;NA;/pregoes/doc/pregao/7858100000252013;NORMAL
11635;2014-03-20T09:00:00;2014-03-06T08:00:00;2014-03-06T08:00:00;06/03/2014;Rua 2.batalhao Rodoviario, Sn * Telefone Sicaf Sr Civil Gilberto - Conta Dinheiro/SC;Ordenador de Despesas;1,6044705000032E+016;NA;5;OTAVIO FONTOURA SOUTO MAIOR;32014;NA;nov.-14;Pregão Eletrônico Aquisição de gêner os alimentícios e pão para o 10° BEC e Destacam ento Caminhos da Neve(DECAN), conforme condiçõe s, quantidades e exigências estabelecidas neste Edital e seus anexos.;Publicado;Eletrônico;Nacional;160447;CAFÉ;80;5,95;Café solúvel, tipo tradicional, vidro 50 gr;false;homologado;4.87;false;NA;NA;vidro;NA;/pregoes/doc/pregao/1604470000032014;NORMAL
12034;2014-03-20T09:00:00;2014-03-06T08:00:00;2014-03-06T08:00:00;06/03/2014;Rua 2.batalhao Rodoviario, Sn * Telefone Sicaf Sr Civil Gilberto - Conta Dinheiro/SC;Ordenador de Despesas;1,6044705000032E+016;NA;5;OTAVIO FONTOURA SOUTO MAIOR;32014;NA;nov.-14;Pregão Eletrônico Aquisição de gêner os alimentícios e pão para o 10° BEC e Destacam ento Caminhos da Neve(DECAN), conforme condiçõe s, quantidades e exigências estabelecidas neste Edital e seus anexos.;Publicado;Eletrônico;Nacional;160447;CAFÉ;80;5,95;Café solúvel, tipo tradicional, vidro 50 gr;false;homologado;4.87;false;NA;NA;vidro;NA;/pregoes/doc/pregao/1604470000032014;NORMAL
23874;2014-11-13T09:00:00;2014-10-31T08:00:00;2014-10-31T08:00:00;31/10/2014;Rua 24 de Maio, 1192 - Centro - Centro/RS;Ordenador de Despesas;1,6043405000052E+016;NA;5;ALLAN DIAS MERCES;52014;NA;6,41580030472014E+016;"Pregão Eletrônico Aquisição de Combu stíveis e Lubrificantes para outras finalidades ; Gás e outros produtos engarrafados; Gêneros d e Alimentação; Material de Acondicionamento e E mbalagem, Material de Copa e Cozinha; e Materia l de Proteção e Segurança ";Publicado;Eletrônico;Nacional;160434;CAFÉ;150;6;CAFÉ, NOME CAFÉ, APRESENTAÇÃO PÓ, TIPO EMBALAGEM A VÁCUO, SABOR EQUILIBRADO, APRESENTAÇÃO EMBALAGEM COM 500 GRAMAS;false;homologado;5.00;false;NA;NA;UNIDADE;NA;/pregoes/doc/pregao/1604340000052014;NORMAL
24171;2014-11-13T09:00:00;2014-10-31T08:00:00;2014-10-31T08:00:00;31/10/2014;Rua 24 de Maio, 1192 - Centro - Centro/RS;Ordenador de Despesas;1,6043405000052E+016;NA;5;ALLAN DIAS MERCES;52014;NA;6,41580030472014E+016;"Pregão Eletrônico Aquisição de Combu stíveis e Lubrificantes para outras finalidades ; Gás e outros produtos engarrafados; Gêneros d e Alimentação; Material de Acondicionamento e E mbalagem, Material de Copa e Cozinha; e Materia l de Proteção e Segurança ";Publicado;Eletrônico;Nacional;160434;CAFÉ;150;6;CAFÉ, NOME CAFÉ, APRESENTAÇÃO PÓ, TIPO EMBALAGEM A VÁCUO, SABOR EQUILIBRADO, APRESENTAÇÃO EMBALAGEM COM 500 GRAMAS;false;homologado;5.00;false;NA;NA;UNIDADE;NA;/pregoes/doc/pregao/1604340000052014;NORMAL
28212;2013-02-22T09:00:00;2013-02-04T08:00:00;2013-02-04T08:00:00;04/02/2013;Rua Doutor Lauro Pinto, 245 - Candelária - /RN;Pregoeiro Oficial;9,00070500007201E+015;NA;5;LUCIANO PEREIRA DA SILVA;72013;NA;1.464/2012;Pregão Eletrônico Aquisição de gêner os alimentícios.;Publicado;Eletrônico;Nacional;90007;CAFÉ;4000;6,02;CAFÉ, APRESENTAÇÃO PÓ, CARACTERÍSTICAS ADICIONAIS SOLÚVEL, CAPUCCINO;false;encerrado;4.00;false;NA;NA;FRASCO 200,00 G;NA;/pregoes/doc/pregao/0900070000072013;NORMAL
22024;2013-07-08T10:00:00;2013-06-26T08:00:00;2013-06-26T08:00:00;26/06/2013;Av. Almirante Barroso Nº 1155 - Marco/PA;Pregoeiro do Campus Belém Ifpa Port. 41/2013-gab;1,5830605000052E+016;Memorando n° 064/2012-COMER -Coordenação da Merenda Escolar Coordenadora Vera Lúcia do C. Diniz (137 itens);5;JOSE MARIA SANTOS DE LIMA;52013;NA;2,30510147612012E+016;Pregão Eletrônico Aquisição de mater ial gênero alimentício para atendimento da CO MER-Coordenação de Merenda Escolar do IFPA Camp us Belém;Publicado;Eletrônico;Nacional;158306;CAFÉ;2440;6,06;Café, apresentação torrado e moído, características adicionais expressos, embalagem a vácuo, selo de pureza abic pct 250 g.;false;homologado;2.09;false;NA;NA;PACOTE DE 250G;NA;/pregoes/doc/pregao/1583060000052013;NORMAL
3896;2013-04-11T10:00:00;2013-04-01T08:00:00;2013-04-01T08:00:00;01/04/2013;Rod. Arthur Bernardes S/n Val de Caes - Val de Caes/PA;Ordenador de Despesa;7,8481005000012E+016;NA;5;JUCEMIR RAMOS DE MACEDO SZOCHALEWICZ;12013;NA;6,33960001602013E+016;Pregão Eletrônico Pregão Eletrônico, sob o Sistema de Registro de Preços para a eve ntual aquisição de gêneros alimentícios (grupos mercearia, padaria, hortifrutigranjeiros, frig orificados, enlatados, armazém, descartáveis e diversos), com fornecimento e;Publicado;Eletrônico;Nacional;784810;CAFÉ;3500;6,07;CAFÉ TORRADO, MOÍDO TIPO TRADINIONAL;false;homologado;5.97;false;NA;NA;QUILOGRAMA;NA;/pregoes/doc/pregao/7848100000012013;NORMAL
4249;2013-04-11T10:00:00;2013-04-01T08:00:00;2013-04-01T08:00:00;01/04/2013;Rod. Arthur Bernardes S/n Val de Caes - Val de Caes/PA;Ordenador de Despesa;7,8481005000012E+016;NA;5;JUCEMIR RAMOS DE MACEDO SZOCHALEWICZ;12013;NA;6,33960001602013E+016;Pregão Eletrônico Pregão Eletrônico, sob o Sistema de Registro de Preços para a eve ntual aquisição de gêneros alimentícios (grupos mercearia, padaria, hortifrutigranjeiros, frig orificados, enlatados, armazém, descartáveis e diversos), com fornecimento e;Publicado;Eletrônico;Nacional;784810;CAFÉ;3500;6,07;CAFÉ TORRADO, MOÍDO TIPO TRADINIONAL;false;homologado;5.97;false;NA;NA;QUILOGRAMA;NA;/pregoes/doc/pregao/7848100000012013;NORMAL
183;2013-03-15T08:30:00;2013-03-05T08:30:00;2013-03-05T08:30:00;05/03/2013;Rua do Imperio, S/nº - Santa Cruz/RJ;Ordenador de Despesas;1,2003105000012E+016;NA;5;SERGIO BARROS DE OLIVEIRA;12013;NA;6,72430044392012E+016;Pregão Eletrônico Registro de preços para eventual aquisição de Gêneros Alimentício s.;Publicado;Eletrônico;Nacional;120031;CAFÉ;2100;6,12;CAFÉ, TIPO FORTE TORRADO EXPORTAÇÃO, APRESENTAÇÃO MOÍDO, TIPO EMBALAGEM A     VÁCUO;false;homologado;6.10;false;NA;NA;UNIDADE;NA;/pregoes/doc/pregao/1200310000012013;NORMAL
38651;2013-07-18T14:00:00;2013-07-05T08:00:00;2013-07-05T08:00:00;05/07/2013;Campus Porto. Rua Gomes Carneiro Num. 01 - /RS;Pregoeira;1,5404705000122E+016;NA;5;DANIELLE NOLASCO ZAFFALON;122013;NA;2,31100027202013E+016;Pregão Eletrônico Aquisição de gêner os alimentícios e utensílios de cozinha.;Publicado;Eletrônico;Nacional;154047;CAFÉ;25;6,12;CAFÉ, APRESENTAÇÃO PÓ, TIPO EMBALAGEM A VÁCUO;false;homologado;4.80;false;NA;NA;PACOTE 500,00 G;NA;/pregoes/doc/pregao/1540470000122013;NORMAL
38855;2013-07-18T14:00:00;2013-07-05T08:00:00;2013-07-05T08:00:00;05/07/2013;Campus Porto. Rua Gomes Carneiro Num. 01 - /RS;Pregoeira;1,5404705000122E+016;NA;5;DANIELLE NOLASCO ZAFFALON;122013;NA;2,31100027202013E+016;Pregão Eletrônico Aquisição de gêner os alimentícios e utensílios de cozinha.;Publicado;Eletrônico;Nacional;154047;CAFÉ;25;6,12;CAFÉ, APRESENTAÇÃO PÓ, TIPO EMBALAGEM A VÁCUO;false;homologado;4.80;false;NA;NA;PACOTE 500,00 G;NA;/pregoes/doc/pregao/1540470000122013;NORMAL
